review,rating,date,bank,source,sentiment_result,sentiment_label,sentiment_score,clean_review,themes
very nice app ever!!!,5,2025-04-16,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998270869255066}",POSITIVE,0.9998270869255066,nice app,Other
the best app,5,2025-04-16,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998469352722168}",POSITIVE,0.9998469352722168,good app,Other
Biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9996340274810791}",NEGATIVE,0.9996340274810791,biometric security mobile banking available,Other
great,5,2025-04-15,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998630285263062}",POSITIVE,0.9998630285263062,great,Other
Nice service,5,2025-04-15,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998397827148438}",POSITIVE,0.9998397827148438,nice service,Other
great app,5,2025-04-15,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.999821126461029}",POSITIVE,0.999821126461029,great app,Other
it's special apps,5,2025-04-15,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9995416402816772}",POSITIVE,0.9995416402816772,special app,Other
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9985652565956116}",NEGATIVE,0.9985652565956116,update version app take time download receipt,Other
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9647620320320129}",NEGATIVE,0.9647620320320129,,Other
Good 🔥,5,2025-04-14,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998576641082764}",POSITIVE,0.9998576641082764,good,Other
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998443126678467}",POSITIVE,0.9998443126678467,interesting app day fantastic,Other
lebaa bank,5,2025-04-14,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9437296390533447}",NEGATIVE,0.9437296390533447,lebaa bank,Other
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9983273148536682}",NEGATIVE,0.9983273148536682,not scanrecognize bank interoperable qr code,Other
OK,5,2025-04-13,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997851252555847}",POSITIVE,0.9997851252555847,ok,Other
grateful app,5,2025-04-13,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998038411140442}",POSITIVE,0.9998038411140442,grateful app,Other
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9974650144577026}",POSITIVE,0.9974650144577026,,Other
everthing wellbeok,3,2025-04-13,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.7055785655975342}",NEGATIVE,0.7055785655975342,everthe wellbeok,Other
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-12,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9963226318359375}",NEGATIVE,0.9963226318359375,mobile banking app fast userfriendly issue encounter not access bank statement app kindly request feature add similar offer private bank mobile banking app,"Login Issues, Feature Request"
nice app 👌,5,2025-04-12,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9996724128723145}",POSITIVE,0.9996724128723145,nice app,Other
why did this app is not screenshot,5,2025-04-12,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9989493489265442}",NEGATIVE,0.9989493489265442,app screenshot,Other
it so good app,5,2025-04-12,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.999868631362915}",POSITIVE,0.999868631362915,good app,Other
the best app,3,2025-04-12,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998469352722168}",POSITIVE,0.9998469352722168,good app,Other
جميل,5,2025-04-11,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9271727800369263}",POSITIVE,0.9271727800369263,,Other
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.994688868522644}",NEGATIVE,0.994688868522644,network specially fee utility purpose,Other
nice,5,2025-04-11,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998552799224854}",POSITIVE,0.9998552799224854,nice,Other
simply for used,4,2025-04-10,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9918004870414734}",NEGATIVE,0.9918004870414734,simply,Other
wow keep up,5,2025-04-10,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998539686203003}",POSITIVE,0.9998539686203003,wow,Other
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9934490323066711}",NEGATIVE,0.9934490323066711,great app update not screen shot try fix,Other
good one,5,2025-04-10,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998288154602051}",POSITIVE,0.9998288154602051,good,Other
best app.,5,2025-04-10,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.999774158000946}",POSITIVE,0.999774158000946,good app,Other
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998396635055542}",POSITIVE,0.9998396635055542,easy thank cebe,Other
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.7850591540336609}",NEGATIVE,0.7850591540336609,,Other
good,5,2025-04-10,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
ok,5,2025-04-09,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997851252555847}",POSITIVE,0.9997851252555847,ok,Other
ጎበዝ,5,2025-04-09,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.6970566511154175}",NEGATIVE,0.6970566511154175,,Other
good app,5,2025-04-09,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998493194580078}",POSITIVE,0.9998493194580078,good app,Other
but this app says can't sync,5,2025-04-09,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9988365769386292}",NEGATIVE,0.9988365769386292,app say not sync,Other
waw,5,2025-04-09,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.7346174120903015}",NEGATIVE,0.7346174120903015,waw,Other
to slow,3,2025-04-09,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9994872808456421}",NEGATIVE,0.9994872808456421,slow,Performance
work on screen shot system,4,2025-04-08,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.5902668833732605}",NEGATIVE,0.5902668833732605,work screen shot system,Other
very very nice aplication,1,2025-04-08,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998292922973633}",POSITIVE,0.9998292922973633,nice aplication,Other
Good,5,2025-04-08,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9996142387390137}",POSITIVE,0.9996142387390137,wonder easy use,Other
easy and reliable,2,2025-04-08,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998584985733032}",POSITIVE,0.9998584985733032,easy reliable,Other
good,5,2025-04-08,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.994536280632019}",POSITIVE,0.994536280632019,useful app,Other
very good,5,2025-04-07,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998520612716675}",POSITIVE,0.9998520612716675,good,Other
perfect app,5,2025-04-07,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998340606689453}",POSITIVE,0.9998340606689453,perfect app,Other
I like it.,5,2025-04-07,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998694658279419}",POSITIVE,0.9998694658279419,like,Other
bugs,3,2025-04-07,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9988303780555725}",NEGATIVE,0.9988303780555725,bug,Other
commerial Bank,5,2025-04-06,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.681026041507721}",NEGATIVE,0.681026041507721,commerial bank,Other
Genat biru,2,2025-04-06,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.966159999370575}",NEGATIVE,0.966159999370575,genat biru,Other
🙏,5,2025-04-06,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.6970566511154175}",NEGATIVE,0.6970566511154175,,Other
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.6723145842552185}",POSITIVE,0.6723145842552185,good not allow screen shot,Other
the best one,5,2025-04-06,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998371601104736}",POSITIVE,0.9998371601104736,good,Other
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9967620372772217}",NEGATIVE,0.9967620372772217,need copy thing bank app like amoledashen,Other
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9942916631698608}",POSITIVE,0.9942916631698608,bring screenshot feature,Feature Request
Good!👍,3,2025-04-05,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998579025268555}",POSITIVE,0.9998579025268555,good,Other
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9985142350196838}",POSITIVE,0.9985142350196838,good app experience smooth transaction customer,Other
good,5,2025-04-05,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9551453590393066}",NEGATIVE,0.9551453590393066,nice app suitable use weak need data connection hoping fix offline give rate,Other
easy to use,5,2025-04-05,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9988542795181274}",POSITIVE,0.9988542795181274,easy use,Other
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998189806938171}",POSITIVE,0.9998189806938171,good job cbe team mobile app design way s simple intuitive navigate great effectively handle essential banking task need perform regularly practical reliable tool make everyday banking convenient thank useful application,UI/UX
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.881923258304596}",NEGATIVE,0.881923258304596,screenshot,Other
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9973511695861816}",NEGATIVE,0.9973511695861816,smooth good time new update screenshot recite downlod button delayed put recite gallery simple proof fix unable proof payment client thankyou,Other
cool ❤,4,2025-04-04,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997991919517517}",POSITIVE,0.9997991919517517,cool,Other
Best app,5,2025-04-04,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.999686598777771}",POSITIVE,0.999686598777771,good app,Other
great app,5,2025-04-03,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.999821126461029}",POSITIVE,0.999821126461029,great app,Other
best banking App,4,2025-04-03,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.999736487865448}",POSITIVE,0.999736487865448,good banking app,Other
satisfied,5,2025-04-03,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997212290763855}",POSITIVE,0.9997212290763855,satisfy,Other
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9980692267417908}",POSITIVE,0.9980692267417908,app necessary app people find,Other
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.989459753036499}",POSITIVE,0.989459753036499,cbe active bank m cbe app satisfaction,Other
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997400641441345}",POSITIVE,0.9997400641441345,life alot easy not imagine have transaction person app crucial good app,Other
excellent,5,2025-04-03,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998434782028198}",POSITIVE,0.9998434782028198,excellent,Other
perfect,5,2025-04-02,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998517036437988}",POSITIVE,0.9998517036437988,perfect,Other
thankyou,5,2025-04-02,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998428821563721}",POSITIVE,0.9998428821563721,thankyou,Other
I Like it,5,2025-04-02,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998593330383301}",POSITIVE,0.9998593330383301,like,Other
ok,5,2025-04-02,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997851252555847}",POSITIVE,0.9997851252555847,ok,Other
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9986600875854492}",NEGATIVE,0.9986600875854492,not understand reason need disable developer option access app security risk hinder app functionality go dev hope life fill inconvenience,Login Issues
smart app,5,2025-04-02,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.999789297580719}",POSITIVE,0.999789297580719,smart app,Other
isin ga'a,2,2025-04-02,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.7607287764549255}",POSITIVE,0.7607287764549255,isin gaa,Other
easy to use,5,2025-04-02,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9988542795181274}",POSITIVE,0.9988542795181274,easy use,Other
it's great,5,2025-04-02,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998691082000732}",POSITIVE,0.9998691082000732,great,Other
very good app and stars faction with work,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998588562011719}",POSITIVE,0.9998588562011719,good app star faction work,Other
It is excelent,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998881816864014}",POSITIVE,0.9998881816864014,excelent,Other
Smart,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998456239700317}",POSITIVE,0.9998456239700317,smart,Other
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9570208191871643}",NEGATIVE,0.9570208191871643,,Other
very interesting app,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997968077659607}",POSITIVE,0.9997968077659607,interesting app,Other
i like it,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998593330383301}",POSITIVE,0.9998593330383301,like,Other
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9985969662666321}",POSITIVE,0.9985969662666321,wowcbekeep,Other
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9510266780853271}",NEGATIVE,0.9510266780853271,,Other
Excellent🙏app,5,2025-04-01,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.6970566511154175}",NEGATIVE,0.6970566511154175,excellentapp,Other
the most useful,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997223019599915}",POSITIVE,0.9997223019599915,useful,Other
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9787843823432922}",POSITIVE,0.9787843823432922,satisfied app sure secure,Other
Easy to use,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9988542795181274}",POSITIVE,0.9988542795181274,easy use,Other
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9585955142974854}",NEGATIVE,0.9585955142974854,good nur cbe come consent choose lock appear,Other
Excellent !!!,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998651742935181}",POSITIVE,0.9998651742935181,excellent,Other
always we relay on,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9971832633018494}",POSITIVE,0.9971832633018494,relay,Other
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997507929801941}",POSITIVE,0.9997507929801941,m lucky thank cbe,Other
it's need more improvement like Tellbirr.,4,2025-04-01,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.999363124370575}",NEGATIVE,0.999363124370575,need improvement like tellbirr,Other
goode app,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997406601905823}",POSITIVE,0.9997406601905823,goode app,Other
a very nice app.👍👍👍,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998323917388916}",POSITIVE,0.9998323917388916,nice app,Other
safe easy & fast,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997115731239319}",POSITIVE,0.9997115731239319,safe easy fast,Other
perfect,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998517036437988}",POSITIVE,0.9998517036437988,perfect,Other
it's good app,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998689889907837}",POSITIVE,0.9998689889907837,good app,Other
nice,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998552799224854}",POSITIVE,0.9998552799224854,nice,Other
good app,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998493194580078}",POSITIVE,0.9998493194580078,good app,Other
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9958590865135193}",NEGATIVE,0.9958590865135193,veary useful app screen shout impossible solve problem,Other
ጥሩ ነው,5,2025-04-01,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.7850591540336609}",NEGATIVE,0.7850591540336609,,Other
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.8616330027580261}",NEGATIVE,0.8616330027580261,,Other
good,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9528433680534363}",NEGATIVE,0.9528433680534363,,Other
suitable app,4,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997665286064148}",POSITIVE,0.9997665286064148,suitable app,Other
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9995038509368896}",NEGATIVE,0.9995038509368896,dear cbe app comparable century pls try solve,Other
Good,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
nice app,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998061060905457}",POSITIVE,0.9998061060905457,nice app,Other
best transaction method of financial,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9995972514152527}",POSITIVE,0.9995972514152527,good transaction method financial,Other
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9995881915092468}",POSITIVE,0.9995881915092468,cbe go right pathwaytrack thank cbe step ahead payment platform app,Other
It literarily don't work at all,4,2025-04-01,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9995075464248657}",NEGATIVE,0.9995075464248657,literarily not work,Other
good give us plus,5,2025-04-01,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998716115951538}",POSITIVE,0.9998716115951538,good plus,Other
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9895473718643188}",POSITIVE,0.9895473718643188,good application functionality recommendation let app transfer money telebirr account mpesa way ask thank,Other
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-03-31,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9852171540260315}",NEGATIVE,0.9852171540260315,update able screenshot update not able screenshot transfere detail,Other
Tnc Cbe,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9070308804512024}",POSITIVE,0.9070308804512024,tnc cbe,Other
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9151977896690369}",NEGATIVE,0.9151977896690369,good app integrate cbe cbe birr allow cardless withdrawal directly accout,Other
great apps,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998534917831421}",POSITIVE,0.9998534917831421,great app,Other
Excellent,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998434782028198}",POSITIVE,0.9998434782028198,excellent,Other
Great app!,4,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998462200164795}",POSITIVE,0.9998462200164795,great app,Other
nice,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998552799224854}",POSITIVE,0.9998552799224854,nice,Other
CBE,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9966009855270386}",POSITIVE,0.9966009855270386,cbe,Other
very good 👍 👏,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998593330383301}",POSITIVE,0.9998593330383301,good,Other
great when it works,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998693466186523}",POSITIVE,0.9998693466186523,great work,Other
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.981265127658844}",NEGATIVE,0.981265127658844,app good screenshot impossible,Other
excellent match application,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998453855514526}",POSITIVE,0.9998453855514526,excellent match application,Other
very good,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998520612716675}",POSITIVE,0.9998520612716675,good,Other
best app,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.999686598777771}",POSITIVE,0.999686598777771,good app,Other
The Best app😍😍😍,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998503923416138}",POSITIVE,0.9998503923416138,good app,Other
excellent app,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998356103897095}",POSITIVE,0.9998356103897095,excellent app,Other
easy to use and user friendly,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9979179501533508}",POSITIVE,0.9979179501533508,easy use user friendly,Other
good,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998161196708679}",POSITIVE,0.9998161196708679,good,Other
very nice,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998563528060913}",POSITIVE,0.9998563528060913,nice,Other
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9200406670570374}",NEGATIVE,0.9200406670570374,,Other
well software,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.999262273311615}",POSITIVE,0.999262273311615,software,Other
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.8832131028175354}",NEGATIVE,0.8832131028175354,,Other
CBE very good apps,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998394250869751}",POSITIVE,0.9998394250869751,cbe good app,Other
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9992094039916992}",POSITIVE,0.9992094039916992,application fast secure convenient thank cbe,Other
excellent service,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998576641082764}",POSITIVE,0.9998576641082764,excellent service,Other
it's best,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.999842643737793}",POSITIVE,0.999842643737793,good,Other
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9976195693016052}",NEGATIVE,0.9976195693016052,not display cash transaction bank statement mobile banking app,Other
Amazing app,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998670816421509}",POSITIVE,0.9998670816421509,amazing app,Other
our legitimate bank,4,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9954161643981934}",POSITIVE,0.9954161643981934,legitimate bank,Other
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9952196478843689}",POSITIVE,0.9952196478843689,see kind app proud cbe,Other
very good and safe for me!,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9998769760131836}",POSITIVE,0.9998769760131836,good safe,Other
it is best bank,5,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997767806053162}",POSITIVE,0.9997767806053162,good bank,Other
"very good, but sometimes....",4,2025-03-31,CBE,Google Play,"{'label': 'POSITIVE', 'score': 0.9997310042381287}",POSITIVE,0.9997310042381287,good,Other
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.972727358341217}",NEGATIVE,0.972727358341217,,Other
Why not allowed to pay for fuel?,4,2025-03-31,CBE,Google Play,"{'label': 'NEGATIVE', 'score': 0.9974955916404724}",NEGATIVE,0.9974955916404724,allow pay fuel,Other
