review,rating,date,bank,source,sentiment
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,neutral
well software,5,2025-03-31,CBE,Google Play,positive
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,CBE,Google Play,neutral
CBE very good apps,5,2025-03-31,CBE,Google Play,positive
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play,positive
excellent service,5,2025-03-31,CBE,Google Play,positive
it's best,5,2025-03-31,CBE,Google Play,positive
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,CBE,Google Play,neutral
Amazing app,5,2025-03-31,CBE,Google Play,positive
our legitimate bank,4,2025-03-31,CBE,Google Play,neutral
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,CBE,Google Play,positive
very good and safe for me!,5,2025-03-31,CBE,Google Play,positive
it is best bank,5,2025-03-31,CBE,Google Play,positive
"very good, but sometimes....",4,2025-03-31,CBE,Google Play,positive
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,CBE,Google Play,neutral
Why not allowed to pay for fuel?,4,2025-03-31,CBE,Google Play,positive
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,CBE,Google Play,negative
good job,5,2025-03-31,CBE,Google Play,positive
ቆንጆ ነው,5,2025-03-31,CBE,Google Play,neutral
Great version,5,2025-03-31,CBE,Google Play,positive
excellent,5,2025-03-31,CBE,Google Play,positive
Good and easy to use,5,2025-03-31,CBE,Google Play,positive
nice app and fast money transfer,5,2025-03-31,CBE,Google Play,positive
Really automated...,5,2025-03-31,CBE,Google Play,neutral
good App,5,2025-03-31,CBE,Google Play,positive
bek betam kelal,5,2025-03-31,CBE,Google Play,neutral
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,CBE,Google Play,neutral
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,CBE,Google Play,positive
"very good, keep it up",5,2025-03-31,CBE,Google Play,positive
there is some issue the process it delay,3,2025-03-31,CBE,Google Play,negative
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,CBE,Google Play,positive
nice,5,2025-03-30,CBE,Google Play,positive
interesting,3,2025-03-30,CBE,Google Play,positive
very good,5,2025-03-30,CBE,Google Play,positive
good,5,2025-03-30,CBE,Google Play,positive
simple&fast!!!,5,2025-03-30,CBE,Google Play,neutral
best app,5,2025-03-30,CBE,Google Play,positive
great,5,2025-03-30,CBE,Google Play,positive
it is very good app,5,2025-03-30,CBE,Google Play,positive
best,5,2025-03-30,CBE,Google Play,positive
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,CBE,Google Play,positive
Very God thanks,5,2025-03-30,CBE,Google Play,positive
The sum is good.,3,2025-03-30,CBE,Google Play,positive
best of bests,5,2025-03-30,CBE,Google Play,positive
am happy thank you CBE🫡,5,2025-03-30,CBE,Google Play,positive
it's very nice 👍.,5,2025-03-30,CBE,Google Play,positive
👍,5,2025-03-30,CBE,Google Play,neutral
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,CBE,Google Play,positive
Very good,5,2025-03-30,CBE,Google Play,positive
halan garidhaa cbe,5,2025-03-30,CBE,Google Play,neutral
best apps for useing,5,2025-03-29,CBE,Google Play,positive
like it,5,2025-03-29,CBE,Google Play,positive
good,5,2025-03-29,CBE,Google Play,positive
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,CBE,Google Play,negative
l love it,5,2025-03-29,CBE,Google Play,positive
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,CBE,Google Play,negative
Good,5,2025-03-29,CBE,Google Play,positive
in this update why screenshoot is disabled now it's not working,1,2025-03-28,CBE,Google Play,neutral
good,5,2025-03-28,CBE,Google Play,positive
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,CBE,Google Play,positive
Excellent but needed upgrading!,5,2025-03-28,CBE,Google Play,positive
Best app,5,2025-03-28,CBE,Google Play,positive
goods app!! pleace update this apps??,4,2025-03-27,CBE,Google Play,neutral
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,CBE,Google Play,positive
wow,5,2025-03-27,CBE,Google Play,positive
Fantastic app! I appreciate it very much,5,2025-03-27,CBE,Google Play,positive
Convenient app,5,2025-03-27,CBE,Google Play,neutral
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,CBE,Google Play,neutral
Good,5,2025-03-26,CBE,Google Play,positive
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,CBE,Google Play,positive
why why u remove screen shoot😡😡,2,2025-03-26,CBE,Google Play,neutral
good,5,2025-03-26,CBE,Google Play,positive
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,CBE,Google Play,negative
very nice one,5,2025-03-26,CBE,Google Play,positive
good application,5,2025-03-25,CBE,Google Play,positive
problem solver and the best fast app,5,2025-03-25,CBE,Google Play,positive
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,CBE,Google Play,neutral
nice,5,2025-03-25,CBE,Google Play,positive
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,CBE,Google Play,positive
ok,5,2025-03-25,CBE,Google Play,positive
you must added dark mode options ❗,3,2025-03-24,CBE,Google Play,neutral
good,5,2025-03-24,CBE,Google Play,positive
Thank you,5,2025-03-24,CBE,Google Play,positive
cbe,5,2025-03-24,CBE,Google Play,neutral
ممتاز جدا جدا,5,2025-03-24,CBE,Google Play,neutral
very nice and convenient app,5,2025-03-24,CBE,Google Play,positive
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,CBE,Google Play,negative
👍👍👍,5,2025-03-24,CBE,Google Play,neutral
Very good,5,2025-03-24,CBE,Google Play,positive
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,CBE,Google Play,positive
why did the screen shot stopped ?????,3,2025-03-24,CBE,Google Play,negative
nice,5,2025-03-24,CBE,Google Play,positive
Best app,5,2025-03-24,CBE,Google Play,positive
it's genuine app..,5,2025-03-23,CBE,Google Play,neutral
okay 👌👍,5,2025-03-23,CBE,Google Play,positive
it's not working,3,2025-06-05,BOA,Google Play,neutral
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play,negative
exceptional,5,2025-06-03,BOA,Google Play,neutral
BoA Mobile good bank,5,2025-06-02,BOA,Google Play,positive
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play,neutral
This App is not interest for Android phone Please update it .,1,2025-06-01,BOA,Google Play,neutral
BoA system is confartable,5,2025-05-31,BOA,Google Play,neutral
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play,negative
Good service.,3,2025-05-25,BOA,Google Play,positive
the app crush frequently,1,2025-05-24,BOA,Google Play,negative
good,5,2025-05-22,BOA,Google Play,positive
You guys keeps getting worst,1,2025-05-22,BOA,Google Play,negative
good,5,2025-05-21,BOA,Google Play,positive
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play,positive
BoA,2,2025-05-20,BOA,Google Play,neutral
good,5,2025-05-20,BOA,Google Play,positive
but not opening on android,4,2025-05-19,BOA,Google Play,neutral
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play,negative
amazing,5,2025-05-18,BOA,Google Play,positive
excellent app,4,2025-05-16,BOA,Google Play,positive
excellent,5,2025-05-15,BOA,Google Play,positive
ሞላዬ ከበደ,5,2025-05-14,BOA,Google Play,neutral
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play,negative
nice,5,2025-05-10,BOA,Google Play,positive
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play,negative
Best app,5,2025-05-09,BOA,Google Play,positive
liking this application good 👍,5,2025-05-07,BOA,Google Play,positive
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play,negative
good,5,2025-05-06,BOA,Google Play,positive
good,5,2025-05-02,BOA,Google Play,positive
good,4,2025-04-30,BOA,Google Play,positive
wow,5,2025-04-28,BOA,Google Play,positive
it's really good 👍,5,2025-04-23,BOA,Google Play,positive
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play,negative
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play,neutral
Best,2,2025-04-19,BOA,Google Play,positive
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,Google Play,negative
yideg,1,2025-04-17,BOA,Google Play,neutral
አይከፍትም እኮ,1,2025-04-17,BOA,Google Play,neutral
great boa,5,2025-04-10,BOA,Google Play,positive
Best,5,2025-04-10,BOA,Google Play,positive
boa of mobile backing,5,2025-04-09,BOA,Google Play,neutral
nice,5,2025-04-09,BOA,Google Play,positive
faster bank of Abissinya,5,2025-04-08,BOA,Google Play,neutral
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,negative
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,positive
like,5,2025-04-06,BOA,Google Play,positive
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,neutral
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,positive
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,positive
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play,positive
very good,5,2025-04-03,BOA,Google Play,positive
thank you,5,2025-04-02,BOA,Google Play,positive
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-03-31,BOA,Google Play,neutral
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play,neutral
good application,5,2025-03-30,BOA,Google Play,positive
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play,neutral
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play,negative
always problematic hardly works,1,2025-03-26,BOA,Google Play,negative
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play,positive
best app,5,2025-03-25,BOA,Google Play,positive
very good,5,2025-03-25,BOA,Google Play,positive
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play,negative
great BoA,5,2025-03-22,BOA,Google Play,positive
best,5,2025-03-21,BOA,Google Play,positive
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play,positive
good,5,2025-03-21,BOA,Google Play,positive
good,5,2025-03-19,BOA,Google Play,positive
there is no speed,1,2025-03-19,BOA,Google Play,negative
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play,neutral
wonderful,5,2025-03-19,BOA,Google Play,positive
all worck,5,2025-03-19,BOA,Google Play,neutral
Best app,5,2025-03-16,BOA,Google Play,positive
Loved it,5,2025-03-14,BOA,Google Play,positive
Wow,1,2025-03-14,BOA,Google Play,positive
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play,positive
Improved to be the best,5,2025-03-11,BOA,Google Play,positive
BoA,5,2025-03-11,BOA,Google Play,neutral
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play,negative
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,Google Play,neutral
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play,positive
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,positive
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,positive
Wonderfull app,5,2025-03-08,BOA,Google Play,neutral
i can't use this app why?,5,2025-03-07,BOA,Google Play,neutral
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play,negative
Wow,4,2025-03-05,BOA,Google Play,positive
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play,negative
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,Google Play,negative
Good app,5,2025-03-03,BOA,Google Play,positive
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play,neutral
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,Google Play,positive
Very poor proformance,1,2025-03-01,BOA,Google Play,negative
It's not opening. Really frustrating,1,2025-03-01,BOA,Google Play,positive
Verry Amazing App from all IB,5,2025-03-01,BOA,Google Play,positive
Not working on this days,1,2025-02-26,BOA,Google Play,neutral
Thank you BoA,5,2025-02-23,BOA,Google Play,positive
best banking app in the wworld,5,2025-02-22,BOA,Google Play,positive
Nice app and it's easy to use,5,2025-02-21,BOA,Google Play,positive
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play,positive
This is help full i like ittttt,5,2025-02-14,BOA,Google Play,positive
The is not functional at all?,2,2025-02-12,BOA,Google Play,neutral
Best bank,5,2025-02-08,BOA,Google Play,positive
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play,positive
good,5,2025-02-05,BOA,Google Play,positive
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,Google Play,neutral
I have been using this app for two years.It is amazing.,5,2025-01-31,BOA,Google Play,positive
Good 👍,5,2025-01-31,BOA,Google Play,positive
Sad experience,1,2025-01-30,BOA,Google Play,negative
Always do update and that is annoying,3,2025-01-27,BOA,Google Play,negative
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,positive
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play,neutral
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,positive
Beter,5,2025-01-21,BOA,Google Play,neutral
Boa,4,2025-01-18,BOA,Google Play,neutral
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play,neutral
Aadan Axmed Barkhadle,5,2025-01-17,BOA,Google Play,neutral
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play,neutral
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play,negative
I love it,5,2025-01-14,BOA,Google Play,positive
Best,5,2025-01-14,BOA,Google Play,positive
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play,neutral
Good🙏,5,2025-01-11,BOA,Google Play,neutral
Like to much,5,2025-01-11,BOA,Google Play,positive
Thank you,5,2025-01-10,BOA,Google Play,positive
Perfect,5,2025-01-09,BOA,Google Play,positive
The best of best,5,2025-01-09,BOA,Google Play,positive
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,positive
Boa,5,2025-01-06,BOA,Google Play,neutral
Great 👍,5,2025-01-04,BOA,Google Play,positive
Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,neutral
Good 👍,5,2025-01-03,BOA,Google Play,positive
Good app and helpful,5,2025-01-03,BOA,Google Play,positive
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,Google Play,negative
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,negative
It doesn't work at all.,2,2025-01-02,BOA,Google Play,neutral
this app is not available,1,2025-01-02,BOA,Google Play,neutral
Best,5,2025-01-01,BOA,Google Play,positive
Wow what amazing,5,2024-12-30,BOA,Google Play,positive
love it,5,2024-12-30,BOA,Google Play,positive
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play,neutral
Lemn embi yilal??,5,2024-12-30,BOA,Google Play,neutral
Good,5,2024-12-30,BOA,Google Play,positive
It's useless app downgraded.,1,2024-12-29,BOA,Google Play,negative
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,neutral
Nice,5,2024-12-26,BOA,Google Play,positive
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,negative
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,neutral
Not that much bad,3,2024-12-22,BOA,Google Play,positive
Fine,5,2024-12-20,BOA,Google Play,positive
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,negative
Nic ap,5,2024-12-19,BOA,Google Play,neutral
The forest app ever,1,2024-12-19,BOA,Google Play,neutral
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,positive
Bank of abissena,1,2024-12-17,BOA,Google Play,neutral
Good,3,2024-12-16,BOA,Google Play,positive
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,positive
GOOD,5,2024-12-14,BOA,Google Play,positive
The worst banking app ever. Never works!,1,2024-12-14,BOA,Google Play,negative
Poorly functioning app,3,2024-12-13,BOA,Google Play,neutral
Very nice,5,2024-12-13,BOA,Google Play,positive
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,negative
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play,negative
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,positive
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,negative
Nice,5,2024-12-07,BOA,Google Play,positive
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play,negative
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play,neutral
It's better to say I don't use boa rather than pulling your phone out and opening this app,1,2024-12-01,BOA,Google Play,positive
My attention is very important because it will be the most difficult time for me,5,2024-11-30,BOA,Google Play,negative
"I have a worst experience while using this mobile application through out the year. Most of the time it fails to ""Login"" or automatically closed the app. And also it takes so much loading time (5 minutes +) trying to access the internal services. Sometimes also while transferring within and to other bank also fails. So, BOA please fix your app.",1,2024-11-29,BOA,Google Play,negative
I don't know why but your apps start out great then all of a sudden don't work🤷‍♀️,1,2024-11-28,BOA,Google Play,positive
This application is losing major factions on a daily basis. I can count how many times I have used this app; it is completely useless and disappointing if I am not going to use it in times of need then I don't see the point.,1,2024-11-28,BOA,Google Play,negative
exellent digital transaction of money,5,2024-11-26,BOA,Google Play,neutral
The latest update has stopped android 9 phones not to open this App. Never work properly since i started using it.,1,2024-11-26,BOA,Google Play,negative
Best,5,2024-11-25,BOA,Google Play,positive
Great,5,2024-11-25,BOA,Google Play,positive
👏👏👏,5,2024-11-24,BOA,Google Play,neutral
Money,5,2024-11-24,BOA,Google Play,neutral
It needs more improvment,2,2024-11-24,BOA,Google Play,neutral
Hey Google,5,2024-11-21,BOA,Google Play,neutral
Good app,5,2024-11-21,BOA,Google Play,positive
ab,3,2024-11-20,BOA,Google Play,neutral
Ademtahir,5,2024-11-20,BOA,Google Play,neutral
✌️✌️,5,2024-11-20,BOA,Google Play,neutral
Please this app on my android phone,3,2024-11-20,BOA,Google Play,positive
GOAT 🐐 🐐,5,2024-11-19,BOA,Google Play,neutral
"Your app doesn't match your bank, the app is disaster, super slow. Please learn something from tele birr app.",1,2024-11-19,BOA,Google Play,positive
Fast and reliable,5,2024-11-18,BOA,Google Play,neutral
"The worst app update ever. Why would you include the ""developer option off"" thing here? Why do you care? It is my phone my money, right? That is the reason why I switched to other banks. So either turn it off or everyone will discontinue their business one by one.",1,2024-11-17,BOA,Google Play,negative
Very good,5,2024-11-14,BOA,Google Play,positive
One of the poorest mobile banking system,1,2024-11-13,BOA,Google Play,negative
❤❤❤❤❤❤,5,2024-11-12,BOA,Google Play,neutral
Oene,5,2024-11-12,BOA,Google Play,neutral
i find it interesting specially in reciept downloading,1,2024-11-12,BOA,Google Play,positive
it good,5,2024-11-12,BOA,Google Play,positive
"This app crashes everytime, please fix it",1,2024-11-12,BOA,Google Play,positive
አንድ star ራሱ ይበዛበታል። i dont recomend to use this app also the bank,1,2024-11-12,BOA,Google Play,neutral
I need a support the app is not working,5,2024-11-12,BOA,Google Play,positive
Bast bank of ethiopia,5,2024-11-12,BOA,Google Play,neutral
Good,5,2024-11-12,BOA,Google Play,positive
very slow app. አቢሲኒያን ከሚያክል ባንክ የማይጠበቅ software app. ከቻላችሁ ሙሉ ለሙሉ እንደገና አሰሩት።በጣም ይመራያል ያሳፍራል።ለapp የወጣው ወጭ በሙስና የተበላ ነው የሚመስለው።,1,2024-11-12,BOA,Google Play,neutral
"thank you for your social services like, vertual banking, non touch ATM, Cadrless and withdrwal with out passbook...",5,2024-11-12,BOA,Google Play,positive
The worst App i have never seen like this before,1,2024-11-12,BOA,Google Play,negative
Wweeeer,4,2024-11-12,BOA,Google Play,neutral
Infinx,5,2024-11-12,BOA,Google Play,neutral
Great service,5,2024-11-12,BOA,Google Play,positive
👍,5,2024-11-11,BOA,Google Play,neutral
This app is not available on all android versions and some times it is not functional.,1,2024-11-08,BOA,Google Play,neutral
senayt Mesfin,4,2024-11-08,BOA,Google Play,neutral
Bad app vety bad.,1,2024-11-07,BOA,Google Play,negative
Nice,5,2024-11-06,BOA,Google Play,positive
Abessnya Banke,5,2024-11-05,BOA,Google Play,neutral
"The most useless app, I never expected such an irrelevant app from BOA. big shame!",1,2024-11-04,BOA,Google Play,negative
Okay,5,2024-11-03,BOA,Google Play,positive
Professional on banking app,5,2024-11-01,BOA,Google Play,neutral
Has some nice interface but always freezes or slow to load .App developers please fix this issue.,3,2024-10-27,BOA,Google Play,positive
አይሰራም አስተካክሉት,5,2024-10-26,BOA,Google Play,neutral
Please try another because this app doesn't feet the need of this generation,1,2024-10-25,BOA,Google Play,positive
Good,4,2024-10-25,BOA,Google Play,positive
Fast transfer,5,2024-10-24,BOA,Google Play,neutral
"What's up I can't log in, what's wrong",5,2024-10-22,BOA,Google Play,negative
Amrumehamed,1,2024-10-21,BOA,Google Play,neutral
Good,5,2024-10-19,BOA,Google Play,positive
"Nice to meet you my proud bank in Ethiopia.. I'm a member of this bank, i need to solve my problem of international receiving money for me from my online digital working service's over the world please? I'm working a lot of international money.But i can't get direct in Ethiopia because of don't knowing the legal ways of getting money in Ethiopia please can I get and direct deposit with BoA please 🙏🙏🙏?",5,2024-10-18,BOA,Google Play,positive
Very good,5,2024-10-18,BOA,Google Play,positive
ደደገነሐ,5,2024-10-15,BOA,Google Play,neutral
"Terrible Bank Experience It’s unbelievable that with all the modern technology, this bank still struggles with even basic transactions. The app constantly crashes, services are limited, and every time I try to transfer money or load Telebirr, there’s a huge delay. I have to wait 5 days for failed transactions to be refunded! Even USSD is unreliable. They’ve put me in embarrassing situations countless times, and customer care never fixes anything. I’ve switched banks, and you should too!",1,2024-10-14,BOA,Google Play,negative
A painfully slow banking app service. Please don't make it your choice!,1,2024-10-13,BOA,Google Play,negative
Good App,4,2024-10-12,BOA,Google Play,positive
Best app to me,5,2024-10-11,BOA,Google Play,positive
BOA,5,2024-10-11,BOA,Google Play,neutral
Abdulkadir,5,2024-10-11,BOA,Google Play,neutral
Bad,1,2024-10-10,BOA,Google Play,negative
If it is possible I would gove0 star,1,2024-10-08,BOA,Google Play,neutral
Nise mobile bankig,4,2024-10-05,BOA,Google Play,neutral
Overall good app but performance needs some improvement also sometimes when using instant other bank transfers it refuses causing to be repeated several times to transfer,4,2024-10-04,BOA,Google Play,positive
Ok,5,2024-10-04,BOA,Google Play,positive
Just make it work please🤣 this is embarrassing for a bank of your size,1,2024-10-04,BOA,Google Play,negative
Update to the simplest way it requires the developer option on and off why this is,5,2024-10-04,BOA,Google Play,neutral
